tile_id,lat,lon,timestamp,nearest_station_id,elevation_m,forest_cover,water_proximity,altitude_ft
tile_40N_0E,47.89137187410938,4.441846990052384,2011-06-20T18:00:00,GMM00010113,309.7642517089844,0,7.910606000406703e-05,32883
tile_40N_0E,44.95154659717427,3.213895668428978,2012-02-28T12:00:00,ITM00016546,860.457763671875,0,0.009906216210593927,30488
tile_40N_0E,48.960901513793516,7.022476152645034,2011-06-20T18:00:00,GMM00010113,214.2115936279297,0,8.218583020380833e-05,32335
tile_40N_0E,42.998606920338865,3.375924268339856,2012-02-28T12:00:00,ITM00016546,0.0,0,1.0,32318
tile_40N_0E,41.731687838690135,0.0749745280414027,2018-12-12T00:00:00,SPM00008383,202.59039306640625,0,0.08404893840326037,35302
tile_40N_0E,42.905949186711524,9.525157703257404,2012-02-28T12:00:00,ITM00016546,0.0,0,1.0,34041
tile_40N_0E,42.96309737203282,7.591819701658195,2012-02-28T12:00:00,ITM00016546,0.0,0,1.0,39926
tile_40N_0E,42.43090535712014,2.9943359855857112,2012-02-28T12:00:00,ITM00016546,375.26171875,0,0.712570361860656,36086
tile_40N_0E,49.31406050899303,1.0673563760724136,2011-06-20T18:00:00,GMM00010113,22.657814025878906,0,0.585832215341291,28076
tile_40N_0E,47.312817603155054,9.299554665610154,2010-01-04T00:00:00,ITM00016037,950.8978881835938,0,0.00014158991531062044,39142
tile_40N_0E,47.066210510719294,4.057675597303523,2011-06-20T18:00:00,GMM00010113,617.0155029296875,0,4.116968310084595e-05,39146
tile_40N_0E,47.99149787437421,6.589536769292329,2011-06-20T18:00:00,GMM00010113,627.4091796875,0,8.42640069356348e-06,37098
tile_40N_0E,41.85257985560045,0.3241345308955135,2018-12-12T00:00:00,SPM00008383,295.1476135253906,0,0.0682576260769491,38770
tile_40N_0E,41.7602936742493,0.4517770332988025,2018-12-12T00:00:00,SPM00008383,215.88827514648438,0,0.09211617251961363,38963
tile_40N_0E,49.83700421856604,5.984513268604832,2011-06-20T18:00:00,GMM00010113,382.4235534667969,0,0.003614557869651647,34112
tile_40N_0E,47.734591663650065,5.397227463252311,2011-06-20T18:00:00,GMM00010113,340.33538818359375,0,9.731410298182132e-06,37368
tile_40N_0E,42.00152430432889,5.759011272994008,2012-02-28T12:00:00,ITM00016546,0.0,0,1.0,33930
tile_40N_0E,46.98168863756039,5.904622202350889,2010-01-04T00:00:00,ITM00016037,624.3695678710938,0,4.316860252370998e-05,31828
tile_40N_0E,47.894926180507355,8.274725440913807,2010-01-04T00:00:00,ITM00016037,897.8427734375,0,1.3656104039090242e-05,37141
tile_40N_0E,43.656663202431105,3.6220906273910805,2012-02-28T12:00:00,ITM00016546,296.5351257324219,0,0.48211293290550833,34154
tile_40N_0E,49.23534576331327,3.803530069211315,2011-06-20T18:00:00,GMM00010113,104.52932739257812,0,0.0030833108760112853,31941
tile_40N_0E,49.15301628618344,3.775602058859664,2011-06-20T18:00:00,GMM00010113,251.22816467285156,0,0.002750640184508162,34466
tile_40N_0E,45.28157062011418,0.1475292582882226,2012-02-28T12:00:00,ITM00016546,102.25133514404297,0,0.23368018543443408,28584
tile_40N_0E,49.1857470968084,6.667752152619377,2011-06-20T18:00:00,GMM00010113,219.32574462890625,0,0.0002441640115457303,39764
tile_40N_0E,46.12373168709932,1.9304601100271712,2011-06-20T18:00:00,GMM00010113,453.3287353515625,0,0.0021045638422697646,35712
tile_40N_0E,45.841883083806145,3.2933289739916525,2012-02-28T12:00:00,ITM00016546,296.1839904785156,0,0.0010807065439783496,37879
