tile_id,lat,lon,timestamp,nearest_station_id,elevation_m,forest_cover,water_proximity,RHi_true,altitude_m_station
tile_40N_0E,48.36293309659624,7.0552842776541365,2011-06-20 18:00:00,GMM00010113,685.7471313476562,0,1.5238292519425e-05,,11.0
tile_40N_0E,40.425459035491926,3.655298721081008,2012-02-28 12:00:00,ITM00016546,0.0,0,1.0,,29.0
tile_40N_0E,40.23430314477753,7.463900472427634,2012-02-28 12:00:00,ITM00016546,0.0,0,1.0,,29.0
tile_40N_0E,46.65030126951677,6.569287398080217,2010-01-04 00:00:00,ITM00016037,593.7330932617188,0,0.0001950719850582,,113.0
tile_40N_0E,48.951026683441206,7.449340738855746,2011-06-20 18:00:00,GMM00010113,311.982666015625,0,4.309521632387374e-05,,11.0
tile_40N_0E,47.567554767022,4.202142153072712,2011-06-20 18:00:00,GMM00010113,279.38739013671875,0,6.488524949059322e-05,,11.0
tile_40N_0E,45.901427875132704,7.348222398611098,2010-01-04 00:00:00,ITM00016037,2609.238525390625,0,0.0037661107872091,,113.0
tile_40N_0E,41.93107574554197,9.273491080568023,2012-02-28 12:00:00,ITM00016546,654.2517700195312,0,0.7509438730308311,,29.0
tile_40N_0E,42.12608910813334,0.1116770676092671,2018-12-12 00:00:00,SPM00008383,562.2999877929688,0,0.0279151581964569,,19.0
tile_40N_0E,41.43521070834296,0.4833930926356078,2018-12-12 00:00:00,SPM00008383,189.07997131347656,0,0.2429760189935818,,19.0
tile_40N_0E,48.99839541386821,1.3659390283334694,2011-06-20 18:00:00,GMM00010113,116.83683013916016,0,0.1727668394350232,,11.0
tile_40N_0E,40.400816349189625,9.23050969803,2012-02-28 12:00:00,ITM00016546,727.1486206054688,0,0.3808337368699466,,29.0
tile_40N_0E,41.58088895011037,1.0632100497252717,2012-02-28 12:00:00,ITM00016546,353.13787841796875,0,0.2365773835866607,,29.0
tile_40N_0E,48.84126207052471,8.669871184571502,2010-01-04 00:00:00,ITM00016037,425.4105224609375,0,4.578733654861079e-06,,113.0
tile_40N_0E,47.542133988784286,8.640189869058883,2010-01-04 00:00:00,ITM00016037,573.4013671875,0,4.598029624362644e-05,,113.0
tile_40N_0E,49.349475858678,4.421398373433274,2011-06-20 18:00:00,GMM00010113,149.17506408691406,0,0.002734746375897,,11.0
tile_40N_0E,46.7455657384411,5.537435192603024,2010-01-04 00:00:00,ITM00016037,278.41357421875,0,0.0001099673863975,,113.0
tile_40N_0E,44.99933268122222,0.3090820832807972,2012-02-28 12:00:00,ITM00016546,66.80807495117188,0,0.3222937614103521,,29.0
tile_40N_0E,44.489035556941765,9.21917407929855,2010-01-04 00:00:00,ITM00016037,844.564697265625,0,0.6456204590097973,,113.0
tile_40N_0E,47.717523867797546,2.1073323088170017,2011-06-20 18:00:00,GMM00010113,126.12068939208984,0,0.001863240677391,,11.0
tile_40N_0E,44.27481662052111,1.91615211687042,2012-02-28 12:00:00,ITM00016546,382.8780212402344,0,0.0128856114133697,,29.0
tile_40N_0E,45.333253101331685,0.3541885193885297,2012-02-28 12:00:00,ITM00016546,87.18695831298828,0,0.1537123113366822,,29.0
tile_40N_0E,44.313860756595695,0.5234199786725402,2012-02-28 12:00:00,ITM00016546,156.19973754882812,0,0.1137122311652524,,29.0
tile_40N_0E,48.50510968672717,0.5380643936419105,2011-06-20 18:00:00,GMM00010113,191.13604736328125,0,0.0488914522995834,,11.0
tile_40N_0E,46.8211146114025,9.593436455918868,2010-01-04 00:00:00,ITM00016037,1364.4783935546875,0,0.0006638860007151,,113.0
tile_40N_0E,48.78327788129789,5.47705427884161,2011-06-20 18:00:00,GMM00010113,338.8419494628906,0,0.0002456640759512,,11.0
tile_40N_0E,49.20165928816226,1.8888743220212711,2011-06-20 18:00:00,GMM00010113,105.10489654541016,0,0.0924961705547155,,11.0
tile_40N_0E,41.140159544663824,0.5206329432167689,2018-12-12 00:00:00,SPM00008383,293.075927734375,0,0.5821147229852417,,19.0
tile_40N_0E,46.50127348786276,1.4251518562294496,2011-06-20 18:00:00,GMM00010113,149.96572875976562,0,0.0036063663118686,,11.0
tile_40N_0E,42.03358267142254,1.2636512659316512,2012-02-28 12:00:00,ITM00016546,736.3096313476562,0,0.0738523097740442,,29.0
tile_40N_0E,48.85559151812952,2.156685205297749,2011-06-20 18:00:00,GMM00010113,155.64932250976562,0,0.0327988244361971,,11.0
tile_40N_0E,40.646158588132586,2.0066074265948,2012-02-28 12:00:00,ITM00016546,0.0,0,1.0,,29.0
tile_40N_0E,42.360160570974,0.0416514831894232,2018-12-12 00:00:00,SPM00008383,824.8770141601562,0,0.013575547220362,,19.0
tile_40N_0E,44.74206394134104,0.8958662670318174,2012-02-28 12:00:00,ITM00016546,156.3837890625,0,0.0969697269161342,,29.0
tile_40N_0E,47.90983724984639,9.90575723713129,2010-01-04 00:00:00,ITM00016037,662.7542724609375,0,7.489820976992958e-05,,113.0
tile_40N_0E,46.49688756419215,2.5397146965081854,2011-06-20 18:00:00,GMM00010113,265.2421875,0,0.0003435211780793,,11.0
tile_40N_0E,44.10761327299635,5.065964423778008,2012-02-28 12:00:00,ITM00016546,136.86497497558594,0,0.3952764004524231,,29.0
tile_40N_0E,48.718503912515295,3.117322797317976,2011-06-20 18:00:00,GMM00010113,133.63406372070312,0,0.0039943008717505,,11.0
tile_40N_0E,46.511413318594926,5.633672067190943,2010-01-04 00:00:00,ITM00016037,421.21881103515625,0,0.0002203212268924,,113.0
tile_40N_0E,48.17409654737736,1.9887770569805951,2011-06-20 18:00:00,GMM00010113,130.23837280273438,0,0.0080053800465925,,11.0
tile_40N_0E,45.3847695765684,4.431854562219693,2012-02-28 12:00:00,ITM00016546,1026.770263671875,0,0.0098296843288103,,29.0
tile_40N_0E,47.203196684385496,3.990715959830773,2011-06-20 18:00:00,GMM00010113,604.4863891601562,0,4.0403789206110456e-05,,11.0
tile_40N_0E,43.08507204785527,7.012005102051953,2012-02-28 12:00:00,ITM00016546,0.0,0,1.0,,29.0
tile_40N_0E,48.88458396842415,9.387539151416783,2010-01-04 00:00:00,ITM00016037,281.692626953125,0,2.562709727257109e-06,,113.0
tile_40N_0E,44.44089168224573,5.571135546037702,2012-02-28 12:00:00,ITM00016546,1092.770263671875,0,0.0858266573700057,,29.0
tile_40N_0E,44.85118764821002,1.3491283420710751,2012-02-28 12:00:00,ITM00016546,82.12361907958984,0,0.0357708516489605,,29.0
tile_40N_0E,44.366209679199706,3.2165208942254253,2012-02-28 12:00:00,ITM00016546,830.91796875,0,0.047884003124169,,29.0
tile_40N_0E,46.9609382669708,1.0965582957457365,2011-06-20 18:00:00,GMM00010113,121.28553771972656,0,0.0050713933368415,,11.0
